"samples","level_1","level_2","category","Betaproteobacteria","Alphaproteobacteria","Gammaproteobacteria","Deltaproteobacteria","Other.Proteobacteria","Actinobacteria","Firmicutes","Chloroflexi","Cyanobacteria","Candidatus.Melainabacteria","Candidatus.Margulisbacteria","Armatimonadetes","Deinococcus.Thermus","Tenericutes","Candidatus.Nealsonbacteria","Candidatus.Portnoybacteria","Candidatus.Wolfebacteria","Candidatus.Falkowbacteria","Candidatus.Magasanikbacteria","Candidatus.Staskawiczbacteria","Candidatus.Nomurabacteria","Candidatus.Uhrbacteria","Candidatus.Moranbacteria","Candidatus.Yanofskybacteria","Candidatus.Jorgensenbacteria","Candidatus.Kuenenbacteria","Candidatus.Kaiserbacteria","Candidatus.Harrisonbacteria","Candidatus.Zambryskibacteria","Candidatus.Giovannonibacteria","Candidatus.Buchananbacteria","Candidatus.Taylorbacteria","Candidatus.Wildermuthbacteria","Candidatus.Tagabacteria","Candidatus.Ryanbacteria","Candidatus.Komeilibacteria","Candidatus.Azambacteria","Candidatus.Sungbacteria","Candidatus.Terrybacteria","Candidatus.Liptonbacteria","Candidatus.Campbellbacteria","Candidatus.Niyogibacteria","Candidatus.Kerfeldbacteria","Candidatus.Colwellbacteria","Candidatus.Spechtbacteria","Candidatus.Lloydbacteria","Candidatus.Brennerbacteria","Candidatus.Parcubacteria","Candidatus.Vogelbacteria","Candidatus.Yonathbacteria","Candidatus.Adlerbacteria","Candidatus.Andersenbacteria","Candidatus.Jacksonbacteria","Candidatus.Veblenbacteria","Candidatus.Roizmanbacteria","Candidatus.Shapirobacteria","Candidatus.Levybacteria","Candidatus.Woesebacteria","Candidatus.Gottesmanbacteria","Candidatus.Daviesbacteria","Candidatus.Pacebacteria","Candidatus.Curtissbacteria","Candidatus.Beckwithbacteria","Candidatus.Amesbacteria","Candidatus.Collierbacteria","Candidatus.Woykebacteria","Candidatus.Blackburnbacteria","Candidatus.Chisholmbacteria","Candidatus.Gracilibacteria","Candidatus.Atribacteria","Candidatus.Aminicenantes","Candidatus.Berkelbacteria","Candidatus.Rokubacteria","candidate.division.WWE3","Candidatus.Peregrinibacteria","candidate.division.WOR.3","Candidatus.Desantisbacteria","Candidatus.Doudnabacteria","Candidatus.Schekmanbacteria","Candidatus.Saccharibacteria","candidate.division.CPR1","Candidatus.Bipolaricaulota","Candidatus.Poribacteria","candidate.division.CPR2","Candidatus.Eisenbacteria","candidate.division.NC10","Candidatus.Edwardsbacteria","Candidatus.Handelsmanbacteria","Candidatus.Firestonebacteria","candidate.division.CPR3","Candidatus.Raymondbacteria","Candidatus.Lindowbacteria","Candidatus.Coatesbacteria","Candidatus.Fraserbacteria","Candidatus.Riflebacteria","Candidatus.Fischerbacteria","Candidatus.Glassbacteria","Candidatus.Dadabacteria","Candidatus.Abawacabacteria","Candidatus.Wirthbacteria","Candidatus.Wallbacteria","Candidatus.Delongbacteria","Bacteroidetes","Ignavibacteriae","Chlorobi","Balneolaeota","Candidatus.Marinimicrobia","Gemmatimonadetes","Candidatus.Cloacimonetes","candidate.division.Zixibacteria","Candidatus.Hydrogenedentes","Fibrobacteres","Candidatus.Latescibacteria","Candidatus.Fermentibacteria","Planctomycetes","Verrucomicrobia","Candidatus.Omnitrophica","Lentisphaerae","Chlamydiae","Kiritimatiellaeota","Nitrospirae","Acidobacteria","Elusimicrobia","Spirochaetes","Nitrospinae","Candidatus.Tectomicrobia","Fusobacteria","Thermotogae","Synergistetes","Caldiserica","Thermodesulfobacteria","Deferribacteres","Dictyoglomi","Aquificae","Calditrichaeota","Chrysiogenetes","Coprothermobacterota","Euryarchaeota","Candidatus.Woesearchaeota","Candidatus.Micrarchaeota","Candidatus.Diapherotrites","Candidatus.Aenigmarchaeota","Nanoarchaeota","Candidatus.Parvarchaeota","Crenarchaeota","Thaumarchaeota","Candidatus.Bathyarchaeota","Candidatus.Verstraetearchaeota","Candidatus.Korarchaeota","Candidatus.Heimdallarchaeota","Candidatus.Thorarchaeota","Candidatus.Odinarchaeota","Candidatus.Lokiarchaeota","Rhodothermaeota"
"mgm4739177","free-living","groundwater","Karst-Porous",0.266965429,0.126514891,0.083186224,0.175224608,0,0.079869418,0.036547534,0.042953756,0.004912561,0.000118898,3.03e-05,0.003888206,0.002664924,0.000561338,0.00126844,0.000506461,0.000724823,0.001214135,0.002018986,0.00083286,0.001989261,0.01050593,0.000991201,0.00128959,0.000807709,0.000229222,0.001847498,0.000651083,0.000598493,0.000732826,0.000627646,0.000672805,0.000651083,0.000130903,0.000349264,0.000374416,0.000306964,0.000731682,0.000231509,0.001082661,0.000213217,0.000141763,0.00040071,0.000450442,0.000131474,0.00028467,3.09e-05,0.000125758,0.000207501,0.00016863,0.000280669,6.92e-05,4.8e-05,6.29e-06,0.002092726,0.000592205,0.003478921,0.00236825,0.003670988,0.012106485,0.000290958,0.00121585,0.000329829,0.000780271,0.000398996,0.000240655,0.000410428,0.000146336,2.17e-05,0.000251516,0.002065859,0.000372129,0.007370557,0.000826572,0.00188351,0.00049903,0.000152053,0.000507033,0.000684809,0.000421861,9.09e-05,0.000319539,0.000329257,3.66e-05,0.00038299,0.006129555,0.000121757,0.001003205,0.000108037,5.03e-05,0.000416716,0.000171488,0.000193782,4.97e-05,4.97e-05,3.32e-05,0.000838577,8.86e-05,3.72e-05,3.89e-05,2.46e-05,2.34e-05,0.02592785,0.009627339,0.000793418,0.000195496,0.001143825,0.003654982,0.00037956,0.000509891,0.000990629,0.000504175,0.000261805,0.000104608,0.031123938,0.015596267,0.013293182,0.00474336,0.000383562,0.000304677,0.012757568,0.016270215,0.008097094,0.004452401,0.000900312,0.000412715,0.000336688,0.00036184,0.000842006,8.29e-05,0.000103464,0.000213788,2.63e-05,0.000192638,0.000162914,4.34e-05,8e-06,0.006850376,0.001435927,0.000539616,0.000164629,6.17e-05,7.2e-05,5.72e-06,0.000303534,0.003881346,0.00052361,1.54e-05,5.14e-06,3.14e-05,3.43e-06,3.43e-06,1.09e-05,0
"mgm4739178","free-living","groundwater","Karst-Porous",0.037335166,0.033215354,0.573727946,0.011782327,0,0.302183846,0.005469435,0.004068527,0.001679126,3.27e-05,0,0.000392778,0.000579348,0.000147292,2.29e-05,1.31e-05,5.56e-05,6.55e-05,5.56e-05,1.96e-05,8.84e-05,0.000245486,1.96e-05,3.6e-05,4.26e-05,6.55e-06,5.56e-05,9.82e-06,1.96e-05,3.27e-05,6.55e-06,3.27e-05,9.82e-06,0,1.64e-05,0,9.82e-06,3.27e-05,6.55e-06,1.31e-05,3.27e-06,3.27e-06,6.55e-06,3.27e-06,0,6.55e-06,0,3.27e-06,3.27e-06,3.27e-06,3.27e-06,3.27e-06,3.27e-06,0,6.22e-05,3.27e-05,8.51e-05,4.26e-05,7.86e-05,0.000284764,3.27e-06,5.89e-05,3.27e-06,1.31e-05,6.55e-06,6.55e-06,6.55e-06,1.31e-05,3.27e-06,1.64e-05,0.0003535,1.31e-05,0.000991765,1.96e-05,0.000147292,4.26e-05,0,3.27e-06,1.31e-05,6.87e-05,0,1.96e-05,1.96e-05,6.55e-06,0.000180023,0.000166931,0,8.84e-05,3.27e-06,0,9.82e-06,2.95e-05,2.95e-05,3.27e-06,0,0,1.64e-05,1.64e-05,0,0,3.27e-06,0,0.008853873,0.000749552,3.93e-05,3.27e-06,7.53e-05,0.000785556,1.31e-05,2.95e-05,0.000111287,6.87e-05,9.82e-06,4.26e-05,0.003796855,0.003525184,0.000513885,0.000127653,6.55e-06,2.29e-05,0.001341992,0.005223949,0.000507338,0.000589167,4.26e-05,7.2e-05,0.000140745,1.31e-05,5.56e-05,3.27e-06,4.26e-05,1.31e-05,6.55e-06,8.18e-05,0,0,0,0.001211066,0.000108014,1.64e-05,6.55e-06,3.27e-06,0,0,4.26e-05,0.001047408,1.64e-05,0,3.27e-06,6.55e-06,0,0,0,0
"mgm4739179","free-living","groundwater","Karst-Porous",0.632697607,0.160369686,0.040118294,0.023120523,0,0.05697008,0.024422691,0.01021434,0.001124802,2.43e-05,8.1e-06,0.000558858,0.000852461,0.000126553,2.33e-05,2.02e-05,1.72e-05,6.38e-05,8.1e-05,1.62e-05,9.21e-05,9.31e-05,0.000132627,2.94e-05,5.06e-06,7.09e-06,0.000103267,1.11e-05,2.73e-05,1.82e-05,4.05e-05,2.43e-05,1.01e-05,4.05e-06,8.1e-06,2.02e-05,1.01e-05,1.82e-05,7.09e-06,1.82e-05,1.52e-05,8.1e-06,6.07e-06,6.07e-06,6.07e-06,1.42e-05,0,9.11e-06,5.06e-06,9.11e-06,9.11e-06,4.05e-06,2.02e-06,1.01e-06,0.000106304,2.13e-05,4.56e-05,8.4e-05,7.39e-05,1.42e-05,1.62e-05,1.52e-05,1.92e-05,1.32e-05,1.11e-05,2.33e-05,4.05e-06,2.02e-06,4.05e-06,1.92e-05,0.001142014,3.34e-05,0.001899306,4.96e-05,9.11e-05,5.87e-05,7.09e-06,2.23e-05,5.06e-05,6.88e-05,0,5.26e-05,8.81e-05,2.02e-06,0.000391808,0.000403957,9.11e-06,0.000122503,5.06e-06,4.05e-06,1.01e-05,3.04e-05,2.73e-05,6.07e-06,2.63e-05,4.05e-06,4.76e-05,2.23e-05,4.05e-06,5.06e-06,3.44e-05,5.06e-06,0.012078212,0.001837549,0.000175149,4.35e-05,0.000212609,0.001873996,5.47e-05,9.52e-05,0.000111367,8.1e-05,2.53e-05,2.43e-05,0.005573391,0.006020882,0.000447491,0.000348274,4.66e-05,2.83e-05,0.003238743,0.008563078,0.000849423,0.001064057,6.58e-05,8e-05,8.1e-05,6.48e-05,0.000120478,9.11e-06,7.09e-06,3.54e-05,1.11e-05,1.52e-05,3.34e-05,1.01e-05,1.01e-06,0.002189872,6.58e-05,1.82e-05,3.04e-06,1.01e-06,2.02e-06,0,6.68e-05,0.000772479,0.000102255,6.07e-06,1.01e-06,1.11e-05,2.02e-06,1.01e-06,1.01e-06,0
"mgm4739180","free-living","groundwater","Karst-Porous",0.309738066,0.179894928,0.074519743,0.112541229,0,0.074638141,0.025268248,0.033157831,0.003869742,0.000131887,3.16e-05,0.001737244,0.001870214,0.000500872,0.000831266,0.000480493,0.000846127,0.000988204,0.001181125,0.002113236,0.002017537,0.003190166,0.000855267,0.003148697,0.000716272,0.00021848,0.006941087,0.000840034,0.004289606,0.001110747,0.000532422,0.000887393,0.001089251,0.000144344,0.00044654,0.000322134,0.000387468,0.00208717,0.000356799,0.001123713,0.000237031,0.000152638,0.00023175,0.000292277,0.000141332,0.000393866,1.92e-05,0.000129957,0.00018456,0.000203213,0.000605644,7.2e-05,4.19e-05,6.03e-06,0.002643898,0.000565258,0.024608509,0.001472861,0.002326266,0.01161718,0.000227518,0.00257308,0.000271526,0.00189259,0.000361166,0.00019932,0.00069965,0.00012559,1.53e-05,0.000152875,0.001145445,0.000380156,0.009368096,0.000595454,0.001044973,0.000230463,0.000101217,0.000468239,0.000733942,0.00035294,0.000148474,0.000213605,0.000178873,2.57e-05,0.000263638,0.0241183,4.26e-05,0.000729609,8.41e-05,2.65e-05,8.62e-05,0.000149761,5.32e-05,4.44e-05,6.33e-05,3.42e-05,0.000158664,9.95e-05,2.17e-05,2.14e-05,3.19e-05,1.6e-05,0.018776273,0.008721357,0.00054884,0.00013402,0.0008487,0.004337337,0.000271729,0.000268242,0.000310828,0.000210254,0.000109409,7.23e-05,0.057211237,0.014114364,0.009828583,0.001288266,0.000200471,0.000108089,0.007016374,0.021456122,0.004960144,0.002504564,0.000989558,0.000299961,0.000300503,0.00031313,0.000528021,5.48e-05,5.71e-05,0.000143092,1.99e-05,0.000138623,6.98e-05,8.64e-05,7.99e-06,0.005713517,0.002352197,0.000372641,0.000220511,8.56e-05,7.58e-05,1.96e-05,0.000259881,0.001865204,0.000120174,1.83e-05,1.56e-06,3.91e-05,3.11e-06,5.65e-06,1.66e-05,7.45e-07
"mgm4739181","free-living","groundwater","Karst-Porous",0.659253429,0.160281507,0.037096012,0.01929913,0,0.059294311,0.007100349,0.008200453,0.000944976,1.95e-05,7.7e-06,0.000526368,0.000886952,0.000100063,2.01e-05,1.48e-05,1.78e-05,5.92e-05,6.04e-05,1.72e-05,8.29e-05,7.76e-05,8.94e-05,1.89e-05,1.18e-05,1.36e-05,8.23e-05,7.11e-06,1.89e-05,1.3e-05,2.43e-05,1.54e-05,4.74e-06,5.33e-06,1.01e-05,1.3e-05,7.7e-06,1.48e-05,5.92e-06,1.24e-05,1.12e-05,4.14e-06,7.11e-06,2.37e-06,1.78e-06,8.88e-06,5.92e-07,1.01e-05,8.29e-06,7.7e-06,1.18e-06,2.96e-06,0,5.92e-07,7.22e-05,2.07e-05,5.03e-05,6.99e-05,5.98e-05,2.55e-05,7.7e-06,1.24e-05,1.01e-05,7.7e-06,7.7e-06,6.51e-06,2.37e-06,5.33e-06,2.37e-06,3.02e-05,0.0007561,2.01e-05,0.001618775,2.61e-05,7.28e-05,4.74e-05,3.55e-06,2.43e-05,2.43e-05,6.75e-05,1.78e-06,5.39e-05,6.81e-05,3.55e-06,0.000361175,0.000326242,5.33e-06,8.59e-05,9.47e-06,5.92e-07,5.92e-06,3.37e-05,3.02e-05,5.92e-06,2.31e-05,1.01e-05,4.74e-05,1.3e-05,5.92e-06,4.14e-06,3.67e-05,1.78e-06,0.01120176,0.001485555,0.00011901,3.73e-05,0.000188285,0.001633578,5.15e-05,4.38e-05,9.47e-05,5.33e-05,1.72e-05,1.89e-05,0.005261908,0.006302211,0.000362951,0.000302558,4.5e-05,3.02e-05,0.002244023,0.007504747,0.000793401,0.000958595,8.35e-05,6.63e-05,8.23e-05,4.91e-05,0.000146246,9.47e-06,1.42e-05,2.55e-05,6.51e-06,2.72e-05,1.66e-05,3.55e-06,5.92e-07,0.001966925,7.82e-05,1.48e-05,7.7e-06,5.33e-06,5.92e-07,5.92e-07,5.57e-05,0.000968068,4.26e-05,7.11e-06,1.78e-06,7.11e-06,0,5.92e-07,4.14e-06,0
"mgm4739182","free-living","groundwater","Karst-Porous",0.47218018,0.179274847,0.056261232,0.041511547,0,0.090964952,0.019037181,0.021570834,0.002821182,8.12e-05,2.78e-05,0.001149342,0.00162701,0.00038569,8.04e-05,5.41e-05,5.95e-05,0.000276708,0.000262795,0.000116712,0.000589743,0.00022183,0.000486171,0.000105891,3.25e-05,2.86e-05,0.000223376,2.71e-05,0.000131398,5.49e-05,0.000112074,8.35e-05,1.78e-05,1e-05,2.01e-05,4.48e-05,3.4e-05,4.95e-05,1.62e-05,4.02e-05,4.56e-05,1.47e-05,4.41e-05,2.01e-05,1.78e-05,4.79e-05,1.55e-06,4.95e-05,2.78e-05,1.86e-05,2.71e-05,8.5e-06,3.09e-06,0,0.000386463,9.66e-05,0.000256612,0.000261249,0.000288302,0.000115166,5.41e-05,7.11e-05,4.71e-05,4.79e-05,3.86e-05,2.86e-05,1.62e-05,1.62e-05,1e-05,7.03e-05,0.001264508,8.12e-05,0.003159724,0.000136035,0.000259703,0.000115939,2.86e-05,7.81e-05,7.81e-05,0.00019555,4.64e-06,0.000118258,0.000187821,1.31e-05,0.000513996,0.000738918,1.62e-05,0.000226467,2.71e-05,9.28e-06,2.78e-05,7.73e-05,3.25e-05,1.47e-05,3.48e-05,1.78e-05,6.57e-05,4.87e-05,1.08e-05,6.96e-06,9.82e-05,1.55e-05,0.046029322,0.008312825,0.000401922,0.00017159,0.000772927,0.003383872,0.000148402,0.000131398,0.000194777,0.000147629,5.26e-05,6.96e-05,0.011053623,0.011499601,0.0011648,0.000733507,0.000174681,8.66e-05,0.005751346,0.01909515,0.001759181,0.002335784,0.00024038,0.000143764,0.000302214,0.000160769,0.000288302,2.71e-05,3.32e-05,0.00010048,1.7e-05,7.81e-05,7.11e-05,1.86e-05,2.32e-06,0.003925694,0.000360184,4.17e-05,2.47e-05,1.39e-05,1.16e-05,2.32e-06,0.000129852,0.006642531,0.000133716,6.96e-06,0,3.17e-05,2.32e-06,3.86e-06,1.24e-05,3.09e-06
"mgm4739183","free-living","groundwater","Karst-Porous",0.161771552,0.166849191,0.145173392,0.059052749,0,0.102426449,0.043226876,0.018244795,0.006645871,0.004923129,5.48e-05,0.002200754,0.002340704,0.001030789,0.001551681,0.000845724,0.001407762,0.001852839,0.004368482,0.00460564,0.009424536,0.002993883,0.001988,0.00858123,0.001228581,0.000428884,0.005430609,0.001401193,0.002114631,0.002307222,0.001933534,0.003726844,0.000861052,0.000329896,0.001209012,0.000466791,0.001468386,0.002953649,0.000472173,0.001597571,0.000552184,0.000481935,0.00046971,0.00049302,0.000234695,0.001950093,8.05e-05,0.000395356,0.000638262,0.000812014,0.000821822,0.000179272,0.000135617,9.58e-06,0.005603905,0.000995984,0.018293331,0.002994613,0.005246092,0.008451543,0.000619422,0.002601401,0.000514551,0.000556472,0.000698065,0.000413328,0.000378022,0.00018251,7.39e-05,0.00020062,0.001461452,0.000729312,0.01577673,0.001083385,0.002001274,0.000266809,8.3e-05,0.001599988,0.000240032,0.002858357,0.000204634,0.000237204,0.000312471,7.36e-05,0.000440835,0.013064619,2.49e-05,0.001943022,0.000109981,6.97e-05,9.28e-05,0.000728856,7.36e-05,3.64e-05,7.4e-05,5.82e-05,0.000155597,0.000133336,3.43e-05,4.16e-05,3.94e-05,1.59e-05,0.030839886,0.003990506,0.00064515,0.000190174,0.001474726,0.004257771,0.000362694,0.00037533,0.000344813,0.000413648,0.000125262,8.38e-05,0.016022419,0.016031497,0.040965726,0.001416931,0.000626037,0.000165906,0.010460389,0.034100578,0.012028036,0.003566594,0.000858999,0.000322324,0.00062038,0.000475595,0.000584344,8.12e-05,0.000121567,0.000211112,5.31e-05,0.000263662,0.00012955,5.97e-05,1.51e-05,0.006797225,0.001382445,0.000305492,0.000135115,6.4e-05,0.000136666,2.36e-05,0.000382081,0.00849757,0.000116549,1.09e-05,4.56e-06,7.98e-05,9.94e-06,8.8e-06,1.02e-05,3.06e-06
"mgm4739184","free-living","groundwater","Karst-Porous",0.032158608,0.022876852,0.548640029,0.014340897,0,0.307406687,0.019153793,0.00630061,0.000544665,7.54e-06,4.53e-06,0.000295718,0.000384736,0.000120701,3.02e-05,2.56e-05,1.96e-05,4.83e-05,4.83e-05,2.72e-05,0.000117684,3.92e-05,0.000156912,1.36e-05,5.43e-05,1.06e-05,4.98e-05,7.54e-06,7.54e-06,9.05e-06,4.38e-05,9.05e-06,9.05e-06,0,3.02e-06,1.21e-05,3.02e-06,1.06e-05,3.02e-06,3.02e-06,1.06e-05,7.54e-06,9.05e-06,0,0,6.04e-06,0,9.05e-06,9.05e-06,7.54e-06,1.36e-05,1.51e-06,0,0,5.43e-05,1.81e-05,3.02e-05,6.79e-05,4.53e-05,3.32e-05,9.05e-06,2.72e-05,3.02e-06,1.51e-06,2.11e-05,3.32e-05,0,6.04e-06,0,3.77e-05,0.001305083,1.06e-05,0.00086905,1.96e-05,6.94e-05,4.38e-05,3.02e-06,1.96e-05,3.17e-05,3.02e-05,0,6.19e-05,5.43e-05,1.51e-06,0.000168982,0.000368139,4.53e-06,9.05e-05,3.02e-06,3.02e-06,9.05e-06,2.41e-05,1.06e-05,3.02e-06,2.26e-05,1.66e-05,3.47e-05,1.66e-05,0,0,3.02e-05,0,0.029767967,0.001234171,7.39e-05,1.36e-05,0.00011014,0.000897716,3.32e-05,0.000182561,7.39e-05,3.17e-05,2.11e-05,6.04e-06,0.00286213,0.002326518,0.000247438,0.000230841,4.38e-05,2.56e-05,0.001949327,0.004263775,0.000436034,0.000719682,9.51e-05,3.17e-05,8.75e-05,3.47e-05,9.2e-05,7.54e-06,1.06e-05,3.02e-05,1.51e-06,3.62e-05,1.36e-05,6.04e-06,1.51e-06,0.001537433,5.28e-05,1.66e-05,1.51e-06,1.51e-06,0,3.02e-06,3.17e-05,0.000399823,0.000202175,1.51e-06,1.51e-06,1.21e-05,0,0,0,0
"mgm4739185","free-living","groundwater","Karst-Porous",0.074235112,0.067882554,0.448928002,0.021255557,0,0.314057072,0.008530956,0.009852435,0.001216819,2.3e-05,4.03e-06,0.00066879,0.001066729,0.000128237,1.67e-05,1.21e-05,1.44e-05,5.29e-05,8.8e-05,3.34e-05,0.00010121,9.2e-05,8.4e-05,2.93e-05,4.54e-05,5.75e-06,9.83e-05,8.63e-06,2.99e-05,1.38e-05,2.59e-05,3.28e-05,4.03e-06,4.03e-06,1.27e-05,1.5e-05,6.9e-06,2.13e-05,4.6e-06,1.73e-05,7.48e-06,4.03e-06,9.78e-06,2.88e-06,4.03e-06,1.04e-05,5.75e-07,9.78e-06,5.75e-06,6.33e-06,1.32e-05,5.18e-06,1.15e-06,0,6.9e-05,2.36e-05,4.6e-05,6.04e-05,4.26e-05,2.76e-05,1.73e-05,1.32e-05,6.9e-06,1.04e-05,9.78e-06,1.04e-05,1.15e-06,8.05e-06,1.15e-05,2.99e-05,0.000558379,1.5e-05,0.002174287,4.54e-05,0.00010006,5.46e-05,8.63e-06,2.42e-05,1.9e-05,7.19e-05,1.15e-06,7.25e-05,0.00010121,5.18e-06,0.000340433,0.00036286,9.78e-06,0.000149515,9.2e-06,2.88e-06,1.5e-05,4.43e-05,2.36e-05,8.05e-06,2.19e-05,5.75e-06,4.37e-05,1.96e-05,1.15e-06,5.18e-06,3.62e-05,2.88e-06,0.012918059,0.00143879,0.000185168,2.99e-05,0.000186318,0.002169686,5.64e-05,3.97e-05,0.000147789,7.59e-05,3.28e-05,2.7e-05,0.007602816,0.007312412,0.000448544,0.000379537,6.44e-05,4.08e-05,0.002372106,0.012449963,0.00097242,0.000950568,9.83e-05,9.09e-05,9.49e-05,5.69e-05,0.000194944,6.33e-06,1.27e-05,3.39e-05,8.63e-06,2.93e-05,1.78e-05,9.2e-06,5.75e-07,0.002072502,8.28e-05,1.21e-05,6.9e-06,4.6e-06,4.03e-06,1.15e-06,5.64e-05,0.002353129,2.88e-05,4.6e-06,0,8.63e-06,1.15e-06,5.75e-07,2.3e-06,0
"mgm4739186","free-living","groundwater","Karst-Porous",0.647973984,0.148952458,0.036623691,0.034448026,0,0.043683869,0.012414256,0.013151955,0.001381809,1.65e-05,5.51e-06,0.000622089,0.000946897,0.000121115,0.000115609,1.65e-05,0.00013763,0.000192682,0.00012662,4.95e-05,0.000313797,8.26e-05,0.000473448,0,0,0,3.85e-05,5.51e-06,3.85e-05,5.51e-05,0.000313797,0.000115609,0,0,0,0,5.51e-06,1.65e-05,0,0,1.1e-05,0,2.75e-05,2.2e-05,2.2e-05,5.51e-06,0,4.4e-05,0,1.65e-05,2.2e-05,0,1.1e-05,0,0.000407386,9.36e-05,3.3e-05,0.000154146,0.000286271,3.85e-05,5.51e-06,3.85e-05,1.1e-05,1.65e-05,4.4e-05,0.000148641,0,0,0,1.1e-05,0.002515883,5.51e-06,0.0017947,2.75e-05,0.000170662,0.000209198,5.51e-06,2.75e-05,4.4e-05,0.000159651,0,4.4e-05,2.75e-05,5.51e-06,0.000688152,0.000324808,0,0.000203693,4.4e-05,0,6.61e-05,5.51e-05,7.16e-05,0,3.3e-05,3.85e-05,3.3e-05,4.4e-05,0,0,1.65e-05,0,0.019571034,0.004596853,0.000242229,8.81e-05,0.000341323,0.001893793,4.95e-05,0.000374355,0.000104599,8.26e-05,0.00012662,1.1e-05,0.004536296,0.005637339,0.000220209,0.000489964,2.75e-05,6.61e-05,0.006666813,0.007305418,0.001112053,0.001123064,0.000198188,5.51e-06,3.3e-05,0.000203693,8.26e-05,3.3e-05,3.3e-05,2.75e-05,2.2e-05,0.00012662,0,0,0,0.00308292,7.16e-05,7.16e-05,5.51e-06,5.51e-06,5.51e-06,0,7.71e-05,0.002681039,0.000451428,0,0,0,0,0,0,0
"mgm4739187","free-living","groundwater","Karst-Porous",0.295630212,0.215741037,0.105790448,0.060848474,0,0.079011744,0.025668311,0.018416608,0.004790885,0.001861424,2.61e-05,0.001885296,0.002115294,0.000710577,0.000354369,0.000268741,0.000356639,0.000664593,0.000990354,0.000505274,0.001154526,0.001566932,0.000673477,0.002066649,0.000319773,0.000146522,0.002919404,0.000432248,0.001460798,0.000589219,0.000392682,0.000886411,0.000378202,8.62e-05,0.0005095,0.00018687,0.000255748,0.000621623,0.000195597,0.000435652,0.00015928,0.000101986,0.000161706,0.000127737,7e-05,0.000243616,1.66e-05,0.000105587,0.000233167,0.000151218,0.000352647,8.73e-05,3.36e-05,2.47e-06,0.00124121,0.000333431,0.013029733,0.000855299,0.001466903,0.002951925,0.000180648,0.001263713,0.000161041,0.000153958,0.000316329,0.000131846,0.000139008,6.87e-05,2.08e-05,0.000111927,0.001293299,0.00026925,0.013715381,0.000379298,0.000854203,0.000204794,8.13e-05,0.000531807,0.000525194,0.000514314,0.000116231,0.000215204,0.000235985,2.54e-05,0.000562137,0.033895027,2.31e-05,0.000686,9.5e-05,1.85e-05,7.67e-05,0.000215243,5.96e-05,4e-05,6.07e-05,3.31e-05,0.000153331,9.41e-05,1.77e-05,2.77e-05,3.44e-05,8.22e-06,0.019814006,0.002439685,0.000542022,0.000120106,0.000938187,0.004623269,0.000207964,0.0002543,0.000331357,0.000237316,0.000100851,7.47e-05,0.034269237,0.016035939,0.015651788,0.001247785,0.000307524,0.000119871,0.009918685,0.034118567,0.006711677,0.002651015,0.000781294,0.000340358,0.0003973,0.00028373,0.000511496,4.14e-05,0.000162372,0.000149222,1.99e-05,0.00011948,8.68e-05,7.42e-05,6.77e-06,0.005419591,0.001385384,0.000212543,7.22e-05,3.15e-05,4.39e-05,1.77e-05,0.000255552,0.012026895,8.23e-05,1.13e-05,2.04e-06,5.57e-05,5.67e-06,3.6e-06,1.36e-05,2.74e-07
"mgm4739188","free-living","groundwater","Karst-Porous",0.598075475,0.164532742,0.039854969,0.039941942,0,0.077230113,0.007929926,0.018003774,0.001238499,5.44e-06,6.8e-06,0.001053608,0.001282002,4.62e-05,5.44e-06,1.09e-05,2.45e-05,4.08e-05,7.89e-05,8.16e-06,2.31e-05,8.16e-05,7.48e-05,1.63e-05,2.18e-05,4.08e-06,0.000106041,6.8e-06,1.36e-05,9.52e-06,1.9e-05,2.72e-06,4.08e-06,0,2.72e-06,1.5e-05,8.16e-06,1.63e-05,8.16e-06,2.04e-05,4.08e-06,2.72e-06,8.16e-06,4.08e-06,1.36e-06,9.52e-06,0,1.36e-06,5.44e-06,4.08e-06,1.09e-05,5.44e-06,0,0,5.03e-05,8.16e-06,2.04e-05,3.13e-05,4.49e-05,2.72e-06,6.8e-06,8.16e-06,9.52e-06,1.9e-05,8.16e-06,1.36e-05,5.44e-06,2.72e-06,0,1.09e-05,0.00416005,5.44e-06,0.002536815,4.21e-05,8.7e-05,0.000225676,6.8e-06,2.18e-05,2.18e-05,7.61e-05,2.72e-06,0.000108759,8.84e-05,0,0.000550595,0.000981554,9.52e-06,0.000191689,9.52e-06,0,2.31e-05,7.34e-05,5.71e-05,2.31e-05,1.9e-05,1.5e-05,0.000111478,3.13e-05,2.72e-06,1.36e-05,1.5e-05,0,0.010164934,0.000652557,0.000195767,3.53e-05,0.0001074,0.002744818,5.44e-05,0.000123714,0.000220238,9.79e-05,4.21e-05,3.94e-05,0.007638995,0.007776303,0.000527484,0.000576425,1.36e-05,5.3e-05,0.003081972,0.012601146,0.001326866,0.001668099,0.000137309,0.000116916,4.76e-05,5.44e-05,0.000202565,6.8e-06,4.08e-06,2.58e-05,1.36e-06,2.85e-05,4.35e-05,1.22e-05,2.72e-06,0.002478357,5.44e-05,1.9e-05,0,1.36e-06,0,0,4.49e-05,2.72e-05,0.000171296,1.36e-06,5.44e-06,1.36e-06,0,0,0,0
