"","average","sd","ratio","ava","avb","cumsum","p"
"Candidatus.Micrarchaeota",0.00112067128083403,0.00136929015415653,0.818432293135381,8.4352289354565e-05,0.00231059278140678,0.954509459474764,0.0104
"Candidatus.Zambryskibacteria",0.00108751258614899,0.00413966083725466,0.262705721290492,0.000132505466906145,0.00219901032104955,0.95677633430042,0.9112
"Candidatus.Levybacteria",0.000991317467837627,0.00191271625859636,0.518277325966321,0.000329649320365556,0.00211547574449539,0.958842694396564,0.9992
"Candidatus.Gottesmanbacteria",0.000925442647154666,0.000956474598262003,0.967555906697652,0.000477316726220173,0.00206250241943647,0.960771741164521,0.9994
"Synergistetes",0.00091642080861758,0.00142336993716146,0.643838811465374,0.00191735601943504,0.000113361471100224,0.962681982284689,0.0282
"Caldiserica",0.000902104862112775,0.00120467393435612,0.748837371163791,0.000162777526940585,0.00185559538956647,0.964562382408853,0.0154
"Candidatus.Nomurabacteria",0.000898221264191326,0.000931806840916354,0.963956503375743,0.000748553361802416,0.00168403633141516,0.966434687334421,1
"Cyanobacteria",0.000882469973971186,0.000673074836989771,1.31110231058095,0.00302232973144944,0.00201953458482718,0.968274159349615,0.824
"Gemmatimonadetes",0.000851006721652725,0.00153367596289064,0.554880393410329,0.000457089072490842,0.00160164375371606,0.970048047521897,0.449
"Candidatus.Cloacimonetes",0.000719480730667357,0.000870886977660352,0.826147076627842,0.00151277069678333,9.07076303578605e-05,0.971547775227734,4e-04
"Candidatus.Tagabacteria",0.000707588271768715,0.00124277640964242,0.569360881232293,7.07736050744435e-05,0.00144700424378641,0.973022713596845,0.1182
"Candidatus.Diapherotrites",0.000595402438915374,0.000713878528650061,0.834038866585993,0.000494138998061174,0.00100368390149656,0.974263805256014,0.0054
"Candidatus.Kerfeldbacteria",0.000562542180694562,0.000461137641935917,1.21990080517595,0.000188697354117032,0.00119807098224752,0.975436401071481,0.3194
"Candidatus.Marinimicrobia",0.000562273513119516,0.000594373604114938,0.945993410923384,0.000903006825265334,0.00160685271869617,0.976608436860544,0.0986
