"","average","sd","ratio","ava","avb","cumsum","p"
"Proteobacteria",0.149422980909932,0.103875787894063,1.43847747332921,0.375803810827861,0.632079278931988,0.314541473097516,0.3794
"Actinobacteria",0.11219455997747,0.0270179272714323,4.15259686097756,0.253570228062318,0.0291811081073788,0.550715600758058,2e-04
"Firmicutes",0.0915276367567386,0.0845415608493045,1.08263481105922,0.250311822910483,0.0809315925677958,0.743385011576145,0.0046
"Euryarchaeota",0.0352716372006639,0.0713719023239689,0.494194999042621,0.00899965546012163,0.0784646594778131,0.817633247397014,0.5028
"Bacteroidetes",0.0236325928098457,0.0183016191159506,1.29128426616905,0.0531057336169677,0.0607447075649252,0.867380819760085,0.6538
"Chloroflexi",0.0117166252586176,0.00965487084506107,1.21354551983585,0.00461935478029508,0.0273267012629011,0.892044794110849,0.142
"Candidatus.Atribacteria",0.00632833674401575,0.0169244946626101,0.373915846243637,0.000293308515793781,0.0128843409898086,0.905366201230411,0.0606
"Spirochaetes",0.00454749218354082,0.00383053849157902,1.18716785995962,0.00203711854017309,0.0106054773235272,0.914938857869972,0.7034
"Candidatus.Saccharibacteria",0.00430319867181144,0.00714372825952317,0.602374350686552,0.00024726328188493,0.00874396631672889,0.923997266697184,0.0566
"Deinococcus.Thermus",0.00399623497467854,0.00422768110868379,0.945254590387659,0.00846483280688929,0.0004723628575322,0.932409504414064,4e-04
"Tenericutes",0.00380643998466326,0.00348805126302499,1.09127982865772,0.00158870767428211,0.00848182938703773,0.940422215931009,0.3416
"Cyanobacteria",0.00368001078627715,0.00379207460419278,0.970447886813271,0.0086332364341824,0.00302232973144944,0.948168788825496,0.0104
"Nitrospirae",0.00279874388632065,0.00298769841584307,0.936755822301059,0.00538198071517733,0.00324637425053505,0.954060258929125,0.8906
"Acidobacteria",0.00185469153606413,0.00170423184435541,1.08828592905775,0.00441109116570171,0.00134562503566384,0.957964460306601,0.8924
"Candidatus.Riflebacteria",0.00171799475511955,0.00189035083696281,0.908823230866404,1.3754731515565e-05,0.00344707988833187,0.961580909381291,0.054
"Planctomycetes",0.00168891256593789,0.00179178593948888,0.942586125226355,0.00354874720543026,0.00384956278516822,0.965136139260845,0.9984
"Elusimicrobia",0.00106126165551256,0.000991469148169509,1.07039301976457,0.000756066012748717,0.00281771509596118,0.967370138358132,0.9926
"Synergistetes",0.000876737122796084,0.00141288979845012,0.620527605024702,0.000317920755087404,0.00191735601943504,0.969215705783198,0.1348
"Verrucomicrobia",0.000827345904137647,0.000650780168067744,1.27131394706472,0.00234711869826688,0.00240985147925121,0.970957302677222,0.9876
"Candidatus.Cloacimonetes",0.000718773091231153,0.000883194086542295,0.813833677312254,9.31968021515192e-05,0.00151277069678333,0.972470349368982,0.0392
"Ignavibacteriae",0.00070650133982406,0.00040379302543525,1.74966206774503,0.00058936874069637,0.00185482496856836,0.973957563523193,0.9964
"Candidatus.Falkowbacteria",0.000542495391736024,0.00115513972595784,0.469636165690855,0.000323358928785056,0.00123016322518184,0.975099538463234,0.9984
"Candidatus Omnitrophica",0.00052301340148193,0.000657507140319629,0.795449006420952,0.000718901758516433,0.00131061335988162,0.976200503018686,0.9998
"Candidatus.Marinimicrobia",0.000519030961046254,0.000384522472079485,1.34980657499509,0.00134226075462168,0.000903006825265334,0.977293084374489,0.2292
"Crenarchaeota",0.000438850030243013,0.000312433976787429,1.40461685619293,0.0010136332536817,0.000228607941118868,0.97821688159859,8e-04
"Fusobacteria",0.000431648627856003,0.000278170994723206,1.55173844881101,0.00119199542606268,0.000917193943234086,0.979125519576762,0.023
"Candidatus.Nealsonbacteria",0.000408735815659981,0.000596943756315169,0.684714114748494,0.000215736093917863,0.000801178584498817,0.979985925150138,0.9926
"Candidatus Moranbacteria",0.000352605330880576,0.000515160383863424,0.684457388272419,0.000340077513162093,0.000679410773729417,0.980728173762245,1
"Candidatus.Nomurabacteria",0.000342441073823108,0.000875645233760748,0.391072846194093,0.000102154756848983,0.000748553361802416,0.981449026198419,0.9992
"Candidatus.Magasanikbacteria",0.00032936722277285,0.000654718509963898,0.503066917706376,0.000120425712206033,0.000755103235399803,0.98214235764456,0.9998
"Candidatus Woesebacteria",0.000311679299486018,0.00040396296585254,0.771554141920503,0.000147871047614306,0.000711574793745372,0.9827984552903,1
"Gemmatimonadetes",0.000286100376866372,0.000192745140846687,1.48434547096542,0.000796849947346917,0.000457089072490842,0.983400708259992,0.9766
"Candidatus.Roizmanbacteria",0.000283082502554625,0.000392918061011324,0.720461924875647,6.89845707215824e-05,0.000624251404744575,0.983996608481092,1
"Candidatus.Peregrinibacteria",0.000277596511265309,0.000380525876169323,0.72950758056145,0.000194597946734046,0.000681944549447234,0.984580960466633,1
"Candidatus.Desantisbacteria",0.000264084980448211,0.000495364426147558,0.53311252586706,1.49262603531849e-05,0.000537829513636373,0.985136870128368,0.8124
"Thaumarchaeota",0.000258540367603376,0.000191803235570032,1.34794580933425,0.000536645105062023,0.000268613767436216,0.985681108153777,0.9662
"Candidatus.Diapherotrites",0.000246662669277684,0.000625581378185237,0.394293497023893,8.1365950580684e-07,0.000494138998061174,0.986200343139455,0.4252
"Candidatus.Woesearchaeota",0.000243250594512544,0.000286424266814574,0.849266709199677,0.000266042504905582,0.000495319754317657,0.986712395568498,0.9986
"Lentisphaerae",0.000242740376631231,0.000263387529625548,0.921609223399184,0.000293978369937133,0.000737253661955704,0.987223373968078,0.9098
"Thermotogae",0.000232999406507393,0.000164530426597239,1.41614782946964,0.000513783241393248,0.000384977945837015,0.987713847227997,0.0436
"Candidatus.Rokubacteria",0.000227433201686086,0.000207948007942747,1.09370223805512,0.000568562693069013,0.000196751952144609,0.988192603399598,0.999
"Candidatus.Levybacteria",0.000220832560270639,0.000204073800295265,1.0821210755674,0.000407174344664283,0.000329649320365556,0.988657464951633,0.9998
"Armatimonadetes",0.00021553435025979,0.000168421306568686,1.27973327514764,0.000514795431423727,0.000544880667280804,0.989111173555363,0.9872
"Candidatus.Gottesmanbacteria",0.000207150355412751,0.000361297768373881,0.57335077475039,0.000107268378570467,0.000477316726220173,0.989547233507771,1
"Candidate Division WWE3",0.000177928736121361,0.000166278340549892,1.0700656232973,0.000288041017458994,0.000299784172731554,0.989921780758971,1
"Candidatus.Portnoybacteria",0.000170853510884751,0.000339893064669803,0.502668423231085,7.45186174545374e-05,0.000344831838419153,0.990281434372293,0.9916
"Candidatus.Uhrbacteria",0.000163690008321617,0.000327046488552117,0.500509909298511,0.000154000773228155,0.000329762510799998,0.990626008520361,1
"Chlamydiae",0.000143831683833866,0.000148352806800595,0.969524520201322,0.000268265178135846,0.000181360953508859,0.99092878008492,0.7514
"Candidatus.Aminicenantes",0.000143192852735457,0.000149756426336728,0.95617167315069,0.000407876268882327,0.000419382087538272,0.991230206883945,0.972
"Nitrospinae",0.000139877391241634,0.000134621610401466,1.03904113778237,0.000124209689952462,0.000388064086487142,0.991524654501214,0.9908
"Candidatus.Hydrogenedentes",0.000126090765705302,0.000261680427759923,0.481850197145744,0.000109469688422993,0.000245670747946429,0.991790080709067,0.6694
"Candidatus.Harrisonbacteria",0.000123731391633204,0.000137172977883938,0.9020099551815,0.000235135534985875,9.09413136056856e-05,0.992050540338206,0.9682
"Candidatus.Buchananbacteria",0.000115378872466534,0.000228042799677084,0.505952709885661,3.07999309958364e-05,0.000251294144134335,0.992293417573615,0.997
