"","average","sd","ratio","ava","avb","cumsum","p"
"Proteobacteria",0.170342359069653,0.113216584280474,1.5045707318608,0.350556886200719,0.611684211519004,0.295023628760812,0.0644
"Bacteroidetes",0.107492849853224,0.0871864883304159,1.23290720743163,0.0562495120410272,0.245792277843078,0.481195352592415,4e-04
"Candidate Division WWE3",0.0306769439731394,0.0531596809695701,0.577071634246632,0.0615693471281554,0.000249363443598297,0.534326138027569,0.2818
"Firmicutes",0.0275488311118196,0.0245838343452653,1.1206075799614,0.0387228468639121,0.0578806816819304,0.582039203451328,0.2448
"Planctomycetes",0.0271288210451974,0.0462577333315751,0.58647104151728,0.0579043556547201,0.00721473193757394,0.629024834462133,0.2418
"Candidatus Woesebacteria",0.0142695751730045,0.0222577145266022,0.641106936471384,0.028807988051936,0.000285828082603184,0.653738956489137,0.2672
"Spirochaetes",0.0119307007633078,0.0247973872099471,0.481127332581314,0.0257741585816331,0.00237313921914672,0.674402276241631,0.2482
"Actinobacteria",0.0110541173015123,0.0104930289520091,1.05347248654982,0.0228152855516599,0.0174008297148352,0.693547401487351,1
"Elusimicrobia",0.010156301740922,0.0163513205683238,0.621130366717724,0.0212107989519247,0.00103391645170273,0.711137559394999,0.2846
"Candidatus Moranbacteria",0.0095006977858167,0.016765015169702,0.566697834129404,0.0191999969660581,0.000206700215945555,0.727592247188687,0.2746
"Euryarchaeota",0.00913789003423583,0.0277822833733343,0.328910691444695,0.0198401993035214,0.00235470475236273,0.743418571843585,0.999
"Candidatus Omnitrophica",0.00859923888055019,0.0171987640511938,0.499991677015494,0.0179120167423718,0.000986321093534908,0.758311982225929,0.25
"Candidatus.Uhrbacteria",0.00755014689230307,0.0199979879984366,0.377545325704432,0.0154417457847932,0.000361173049348855,0.771388422789569,0.1394
"Ignavibacteriae",0.00556173569497906,0.0100726069734029,0.552164470396299,0.0118929968132692,0.00344490336389038,0.781021044152235,0.2866
"Candidatus.Collierbacteria",0.00503783602903549,0.00831670898745254,0.605748744682073,0.0100934430593297,1.84963482488665e-05,0.789746300010528,0.2182
"Candidatus.Yanofskybacteria",0.00502570968489233,0.00941268057934083,0.533929696490804,0.0101983807750058,0.000154833152010321,0.798450553705459,0.1822
"Candidatus.Nomurabacteria",0.00497598094173757,0.00658077721305433,0.756138793434107,0.0101784331723418,0.000238275697462195,0.807068679943078,0.2124
"Candidatus.Peregrinibacteria",0.00471606921350642,0.00738259471301542,0.638809171684861,0.00963470260579555,0.000208610767514068,0.815236653314204,0.2066
"Candidatus.Daviesbacteria",0.00453840885605537,0.00617850834089938,0.734547661935297,0.00932334092065387,0.000276805758772618,0.823096928684502,0.2304
"Chloroflexi",0.00443728601876162,0.00516651154685885,0.858855337594167,0.0117817959523872,0.00455830081148009,0.830782064843556,1
"Candidatus.Falkowbacteria",0.00421039209798881,0.00733180923989781,0.574263726758867,0.00876725643968151,0.00038242564238804,0.838074233168797,0.3716
"Candidatus.Parcubacteria",0.00419022738344118,0.00714997462891063,0.586047867428532,0.000153762237541147,0.00831729593092252,0.84533147731375,0.0084
"Candidatus.Wolfebacteria",0.00409706821798511,0.0077490253680386,0.528720454946987,0.00829538606571133,0.000105801673098516,0.852427374890561,0.7064
"Verrucomicrobia",0.00388909575710289,0.00427117766443172,0.910544131537627,0.00527684409525704,0.00716415940757472,0.859163075564928,0.2174
"Nitrospirae",0.00377352872524117,0.00507609311262376,0.743392337673389,0.00907910813647194,0.00205351877485719,0.865698620474803,0.9416
"Candidatus.Roizmanbacteria",0.00358475012621475,0.00327934558638589,1.09312972109336,0.0074344117188281,0.000274745586141465,0.871907211198877,0.9152
"Candidatus.Levybacteria",0.00348546532897947,0.00433397457842942,0.804219144783854,0.00714218317325472,0.000178400623357928,0.877943846096336,0.3114
"Tenericutes",0.00346347169467887,0.00589971958663886,0.587057002255263,0.00731296839131009,0.000443849743612817,0.883942389224747,0.3508
"Candidatus.Gottesmanbacteria",0.00341447244956826,0.00454690520275428,0.750944279088984,0.00699988236794677,0.000176222204372963,0.889856068346471,0.1694
"Candidatus.Magasanikbacteria",0.00336664304016031,0.00364896055425379,0.922630702662881,0.00697459033652804,0.000251087188931465,0.895686909552823,0.2578
"Lentisphaerae",0.00282453268179651,0.00815562294591443,0.34632948341628,0.0060032430536192,0.000615318853995162,0.900578845333731,0.1808
"Candidatus.Margulisbacteria",0.00263648354013507,0.0110391764153295,0.238829731579788,0.00529040219482254,4.13495735991323e-05,0.905145090309009,0.132
"Candidatus.Curtissbacteria",0.00240356211795908,0.00355813254667536,0.675512248751079,0.00499435283903541,0.000237624296593511,0.909307928148435,0.1988
"Candidatus.Zambryskibacteria",0.00227187927721816,0.00363026270741831,0.625816768735677,0.00464980821322475,0.000113616036745648,0.913242698525763,0.2924
"Candidatus.Rokubacteria",0.0022459327537248,0.0029603074130318,0.75868227192818,0.0047124773993328,0.00118982942119166,0.917132530946633,0.4006
"Candidatus.Kaiserbacteria",0.00215153561136173,0.00242508264475258,0.887200943859479,0.00456582771848826,0.000322471388736827,0.920858872691216,0.3782
"Candidatus.Staskawiczbacteria",0.00205423604076555,0.00337458528882048,0.60873733064947,0.00416767986099857,6.26364955658598e-05,0.924416696912907,0.2082
"Acidobacteria",0.00203585380820485,0.00243368287123528,0.836532085699196,0.00453064967406557,0.00325167971831522,0.927942684115406,0.995
"Candidatus.Raymondbacteria",0.00193233605834853,0.00596708582098312,0.323832456297765,0.00387225941569978,3.87226350186151e-05,0.931289384249377,0.1816
"Candidatus.Giovannonibacteria",0.0018617102282467,0.00224917799329554,0.827729167631986,0.00384062078753439,0.000124524764305846,0.934513764316896,0.1868
"Candidatus.Shapirobacteria",0.00175100651866603,0.00265931175331437,0.658443492562955,0.00356015219251858,6.05121819288286e-05,0.937546411627537,0.8592
"Candidatus.Azambacteria",0.00173855165864966,0.00197939696040099,0.87832390037492,0.00350047891442941,2.38561228372155e-05,0.940557487803329,0.1912
"Candidatus.Melainabacteria",0.00172412477097509,0.00249165024502267,0.691960990279118,0.00351667336578271,7.25336162588396e-05,0.943543577400465,0.2534
"Nitrospinae",0.00163320438008565,0.00247971116925017,0.65862685958684,0.00346418158528905,0.000820233763150915,0.946372197864292,0.2318
"Candidatus.Amesbacteria",0.00154597271412107,0.00237630657505893,0.650577972702336,0.00310818914785666,1.69067285783789e-05,0.949049737864185,0.2594
"Thaumarchaeota",0.00145030228970631,0.00138041706157926,1.05062616949047,0.00184681165075849,0.00237679876205212,0.951561581933072,0.2854
"Candidatus.Yonathbacteria",0.0011032846046509,0.00285057804128472,0.387038905328009,0.00224564338497112,4.87070915322655e-05,0.953472410392873,0.2352
"Candidatus.Beckwithbacteria",0.0010782002416735,0.00148865066082937,0.724280229098751,0.00218732238083343,3.25516698276711e-05,0.955339794110973,0.5658
"Candidatus.Woesearchaeota",0.00107215151599392,0.00137003179190854,0.78257418720214,0.00230818517376085,0.000231720789272012,0.95719670176775,0.7498
"Cyanobacteria",0.000926413182192302,0.000945336499623745,0.979982453402599,0.00301778150747756,0.00242169734891305,0.958801198618885,0.7392
"Candidatus.Berkelbacteria",0.000863091319243083,0.000896802055013258,0.962410059631636,0.00178193921464447,5.80176390902202e-05,0.960296025474318,0.9868
"Candidatus.Terrybacteria",0.000815353474273093,0.000902062330746161,0.903877089733538,0.00169592292498791,8.54663788414612e-05,0.961708172998965,0.2164
"Candidatus.Nealsonbacteria",0.000798611797518893,0.000797125229769789,1.00186491117529,0.00168158732659166,8.77777177947461e-05,0.963091324857153,0.9998
"Candidatus.Pacebacteria",0.000790074884009046,0.0013463782693873,0.586814940476264,0.00164157663439153,6.42946023970417e-05,0.964459691249083,0.8608
"Synergistetes",0.000784401832934312,0.000573648178965508,1.36739182951625,0.000717000659397967,0.00159982952194905,0.965818232227516,0.1406
"Candidatus.Taylorbacteria",0.0007648796462395,0.000880327803452571,0.868857763255581,0.00165704810291822,0.000156129149121418,0.967142961848682,0.2068
"Candidatus.Jorgensenbacteria",0.000748992644430382,0.00104808713086057,0.714628223528894,0.00153805450527439,4.27550190477964e-05,0.968440176053544,0.7816
"Candidatus.Edwardsbacteria",0.000714868273990811,0.00236747701176969,0.301953628456331,0.00144084158463734,1.59388085416436e-05,0.9696782887193,0.1516
"Candidatus.Firestonebacteria",0.000683660212339222,0.0017143631981502,0.3987837659353,0.00139237120512288,3.08872822082592e-05,0.970862350732913,0.1972
"Candidatus.Dadabacteria",0.000665135104409614,0.000986787737255051,0.674040707335725,0.000243409108443052,0.0012563898390722,0.972014328275028,0.0098
"Candidatus.Buchananbacteria",0.0005874181463,0.000590198312526097,0.995289437182229,0.00124171038886328,7.01129349163757e-05,0.973031704305675,0.1462
"Candidatus.Wallbacteria",0.000546151246591963,0.00176036306266986,0.310249208344352,0.00110001363445028,8.22841846376853e-06,0.973977608328032,0.147
"Candidatus.Wildermuthbacteria",0.000540826545456262,0.000716245056611145,0.755085903161606,0.0011267992659731,4.84613839571974e-05,0.974914290259891,0.2474
"Candidatus.Adlerbacteria",0.000517745663706234,0.000977079274621105,0.529891153312005,0.00107159785228371,5.42345085422422e-05,0.975810997369714,0.192
"Candidatus.Liptonbacteria",0.000515226604226406,0.000552069602108709,0.933263853431567,0.00107042563083027,4.22589974861178e-05,0.976703341606598,0.2252
"candidate.division.Zixibacteria",0.000500669318334754,0.000646999895149581,0.773832147560092,0.000210196184496499,0.00109844373832585,0.97757047342226,0.0132
"Gemmatimonadetes",0.000450747474606412,0.000418681513863505,1.07658795452182,0.00109810733070357,0.000666679927661693,0.978351143341002,0.9936
"Candidatus.Vogelbacteria",0.000441079475610188,0.000829697687475339,0.531614686009714,0.000916156429506792,3.86988573535157e-05,0.979115068815424,0.2566
"Candidatus.Komeilibacteria",0.00044057482424204,0.000435407203500982,1.01186847782836,0.000911836691871557,3.19248600838519e-05,0.979878120261338,0.2814
"Candidatus.Kerfeldbacteria",0.000425035385316595,0.000969731273470134,0.438302235830374,0.00088346348284531,3.54563138184136e-05,0.980614258250812,0.5296
"Candidatus.Campbellbacteria",0.000416771035390976,0.000646763867389226,0.644394432659549,0.000858830795321338,2.69552672183044e-05,0.981336082839218,0.2362
"Candidatus.Blackburnbacteria",0.000409114688624912,0.000450471253447031,0.90819266600109,0.000824692041960327,6.72644694358523e-06,0.982044647054699,0.1826
"Candidatus.Sungbacteria",0.000405374471071101,0.000371582992967647,1.0909392484128,0.000858131176179603,5.09048636554823e-05,0.982746733418394,0.2332
"Candidatus.Doudnabacteria",0.000383413765023361,0.000334272565780373,1.1470093698185,0.000835116085811122,7.25641310861979e-05,0.983410785042969,0.1136
"Candidatus.Lloydbacteria",0.000381691819632081,0.000829438955131381,0.460180724899305,0.000807268137506457,5.22546064603888e-05,0.984071854352512,0.2092
"Candidatus.Riflebacteria",0.000379636466631177,0.00128316278683762,0.29585994117457,0.00075597618071248,9.80229170763972e-05,0.98472936390332,0.6008
"Candidatus.Harrisonbacteria",0.000379252731037891,0.000388639047904009,0.975848240374354,0.000818791345374749,6.29839400110777e-05,0.985386208845115,0.3838
"candidate.division.CPR2",0.000378054608915881,0.00116254661934263,0.325195224540462,0.00077496242638472,2.10036027479134e-05,0.986040978705067,0.1946
"Candidatus.Ryanbacteria",0.00034702532459872,0.000426159222347664,0.814309080739812,0.000759658248179976,7.17256652723213e-05,0.986642007545423,0.2516
"Candidatus.Portnoybacteria",0.000341696074733444,0.000303074927946707,1.12743101862101,0.000749561712912931,6.90502215529985e-05,0.987233806417129,0.999
"Candidatus.Saccharibacteria",0.000336847658200361,0.000289099462503511,1.165161827986,0.000771219287399477,0.000289842560208489,0.987817208097161,0.949
"Candidatus.Kuenenbacteria",0.000323347344168433,0.000356914248723587,0.905952467083628,0.000661328672065463,1.52312891869076e-05,0.988377227973296,0.9886
"candidate.division.NC10",0.000312864103175497,0.000456235506899592,0.685751324577096,0.000640066579087014,0.000206534966064313,0.98891909145066,0.9254
"Candidatus.Schekmanbacteria",0.000311389898872523,0.000373629771380853,0.833418326708,0.000661234068905861,0.000220219410698618,0.989458401686978,0.2128
"Chlamydiae",0.000300893791043641,0.000480126299166482,0.626697166070686,0.000728525399319546,0.000140624170781341,0.98997953323987,0.506
"Candidatus.Woykebacteria",0.000298923710957851,0.000493363054585445,0.605889938818029,0.0006468339746877,6.04015042892011e-05,0.990497252722042,0.218
"Deinococcus.Thermus",0.000290321513522693,0.00036481867562536,0.795796742107663,0.00067648471277119,0.000412683541436297,0.991000073669777,0.9784
"Candidatus.Tagabacteria",0.000265867570580508,0.000381201781533078,0.697445771400304,0.000550450480884704,1.98687453651998e-05,0.991460541728754,0.8234
"Candidatus.Marinimicrobia",0.000264333412299995,0.000217749269512119,1.2139347833049,0.000820420221074971,0.00064253632646138,0.991918352709683,0.9902
"Candidatus.Delongbacteria",0.000258734736765084,0.000817354981801948,0.316551244594699,0.000521348513213591,6.46533092199289e-06,0.992366467091472,0.184
"Candidatus.Chisholmbacteria",0.000231486829596062,0.000436882970359132,0.529860043310391,0.000485464834888752,5.43552428651742e-05,0.992767389591611,0.2194
"Candidatus.Jacksonbacteria",0.000226664653322568,0.000485965634589208,0.466421156537477,0.000465571919905094,1.41985819482474e-05,0.993159960346767,0.2114
"Armatimonadetes",0.000214943735819822,0.000170776566206836,1.25862546948913,0.000560039437158204,0.00045396699784288,0.993532231115279,1
"candidate.division.CPR3",0.000214186538168007,0.000553890278085243,0.386694886410416,0.000432996428512522,4.83754254516426e-06,0.993903190458963,0.197
"Fusobacteria",0.000197111658625212,0.000201202759199518,0.979666776983667,0.000551820042151195,0.000233988854157296,0.994244577047221,0.6678
"Candidatus.Aminicenantes",0.000181359000215141,0.000155394524667017,1.16708745436019,0.000500658306165686,0.00026708972917374,0.99455868089458,0.9968
"Candidatus.Colwellbacteria",0.000178989844337595,0.000256157350079427,0.69874959388085,0.000371214651835772,1.37864509896686e-05,0.994868681493821,0.851
"Candidatus.Glassbacteria",0.000178338136948756,0.00042435726535732,0.420254704013589,0.000384665549419506,5.86121055773584e-05,0.995177553371588,0.2382
"Candidatus.Veblenbacteria",0.000176416829114825,0.000268203026442277,0.657773446687015,0.000354325717935866,2.34255359646741e-06,0.995483097649501,0.2172
"Candidatus.Handelsmanbacteria",0.000163214342707017,0.000264670033337607,0.616671032412742,0.000311804666297683,0.000132146350043563,0.995765775944637,0.381
"Candidatus.Cloacimonetes",0.000156928600704383,0.000284853820746172,0.550909235808422,0.000351257501249812,0.00018754072267997,0.996037567679171,0.7374
"Candidatus.Niyogibacteria",0.00014607428698983,0.000255988710733993,0.570627847497625,0.000306361694052274,1.49838591309082e-05,0.99629056033732,0.2992
"Candidatus.Spechtbacteria",0.000126985315860332,0.000130777147348162,0.971005396854737,0.000267707374421171,1.44212219379836e-05,0.996510491943815,0.1554
"candidate.division.CPR1",0.000121582366116348,0.000124010939706189,0.980416456841671,0.00024961406081104,6.87705386649374e-06,0.996721065937512,0.145
"Chlorobi",0.000110762783259364,9.16362907406348e-05,1.20872181058556,0.000251515592770319,0.000291686943668729,0.996912901006765,0.3194
"Candidatus.Micrarchaeota",0.000110591684399177,0.000196545490696177,0.562677291691883,0.00024829339486511,3.24795360722805e-05,0.99710443974217,0.9996
"Thermotogae",0.00010767795355484,0.000113477318645364,0.948894059537583,0.000299321418757383,0.000215290950766361,0.997290932055467,0.5944
"Candidatus.Brennerbacteria",9.9284669420008e-05,0.000151769643632307,0.654180026017229,0.000214779539363665,3.26641564041907e-05,0.997462887660711,0.9176
"Nanoarchaeota",9.66275761741074e-05,0.000115638315407326,0.835601727971782,0.00020536334723214,1.40494961291447e-05,0.9976302413261,0.1882
"Deferribacteres",8.35302848285149e-05,8.74041041979536e-05,0.955679205170214,0.000225668471619887,9.18447924765118e-05,0.997774911200793,0.3284
"Candidatus.Andersenbacteria",7.84722217341985e-05,0.000135441499644394,0.579380927856159,0.000164624527995059,8.03016052621745e-06,0.99791082078746,0.4476
"Candidatus.Tectomicrobia",7.78074581405574e-05,0.000129247568965315,0.602003262138243,0.000172974839535714,3.79132728453409e-05,0.99804557904002,0.3702
"Balneolaeota",7.68215974389824e-05,7.515912257034e-05,1.02211940229992,8.32531079752437e-05,0.000202548925767053,0.998178629835885,0.0248
"Crenarchaeota",7.50578095863303e-05,7.3472831083306e-05,1.02157230747277,0.000251108614878841,0.000131105226261835,0.998308625847869,0.8534
"Candidatus.Diapherotrites",6.54213283079439e-05,6.44067921488936e-05,1.01575200573109,0.000151804932254186,2.56593082032158e-05,0.998421932002493,0.9996
"Candidatus.Atribacteria",6.19669212860218e-05,7.74436882390848e-05,0.800154572890653,0.000166873935108875,7.06384208082434e-05,0.998529255313505,1
"Fibrobacteres",5.84166393661338e-05,5.09573682470722e-05,1.14638258166895,0.000132406698596707,0.000147777764639721,0.998630429730837,0.5754
"Calditrichaeota",5.7605056892379e-05,4.79631888886972e-05,1.20102641686433,5.57534842862756e-05,0.000146722584974333,0.99873019853181,0.0034
"Aquificae",5.56323227252567e-05,6.70684873622183e-05,0.829485275622841,0.00014425876703294,3.74771678486549e-05,0.998826550665339,0.4234
"Candidatus.Gracilibacteria",4.94777053880122e-05,0.000124770273292636,0.396550428898775,0.000109696054346583,1.57139321085085e-05,0.998912243339,0.9664
"candidate.division.WOR.3",4.84431410294897e-05,7.31993337349603e-05,0.661797567787875,0.000142353031399659,7.22566261882075e-05,0.9989961442039,0.8662
"Candidatus.Aenigmarchaeota",4.83671794066925e-05,4.57970460295458e-05,1.05612006886838,0.000112715240559703,2.08255232052562e-05,0.999079913507434,1
"Candidatus.Hydrogenedentes",4.61177469661685e-05,3.52654386852546e-05,1.30773212202948,0.000113926674041468,0.000111098398489639,0.99915978691728,1
"Candidatus.Bathyarchaeota",4.47861996293446e-05,3.59361892235271e-05,1.24627014152139,0.000109775926415279,4.60165219396765e-05,0.999237354160127,0.9998
"Caldiserica",4.4635537117514e-05,8.23440526445117e-05,0.542061456584005,9.36124115444403e-05,7.67872106340282e-05,0.999314660463762,0.9994
"Candidatus.Lindowbacteria",4.32001207506466e-05,4.38517094140397e-05,0.98514108863486,8.98811663359255e-05,2.17841675706421e-05,0.99938948070493,0.4704
"Candidatus.Eisenbacteria",4.07885253524049e-05,4.10628506415316e-05,0.993319380295305,8.22454604089897e-05,7.46489562902101e-05,0.999460124195058,0.9996
"Thermodesulfobacteria",4.0617013372166e-05,8.21311366192187e-05,0.494538551931615,9.80732945021118e-05,1.99891447862634e-05,0.999530470635837,0.3056
"Candidatus.Poribacteria",3.58048355740036e-05,3.0475752193239e-05,1.17486306316492,9.52006608487419e-05,6.19110968521831e-05,0.999592482648445,0.8988
"Candidatus.Desantisbacteria",3.11133501181274e-05,4.48597153423348e-05,0.693569940885586,7.2967513387251e-05,1.6495005633878e-05,0.999646369265402,1
"Candidatus.Heimdallarchaeota",2.78983428922176e-05,2.35745350967678e-05,1.18341009812926,6.90013430859078e-05,5.66234560192254e-05,0.999694687666071,0.2046
"Candidatus.Bipolaricaulota",2.38745141952321e-05,2.26821711285606e-05,1.05256741340647,5.28744895939977e-05,2.06081999625389e-05,0.999736037015999,0.9056
"Kiritimatiellaeota",2.21445912182357e-05,2.33083530535348e-05,0.950071039655777,5.2108092135787e-05,3.11047637279769e-05,0.999774390234155,0.5686
"Candidatus.Fischerbacteria",2.02007087204877e-05,1.51229037062637e-05,1.33576918248318,3.00268631647182e-05,4.94121780705936e-05,0.999809376754377,0.0242
